timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1407076660513,0,-315,-6.92138671875E-5,70,41,45,25560,11420,3925,13530,11331,16745957,8060,4089,Tag7,unknown
1407076660613,0,49,1.07666015625E-5,70,41,45,25560,11420,3925,13530,11331,16745957,8060,4089,Tag7,unknown
1407076660713,0,93,2.04345703125E-5,70,41,45,25560,11420,3925,13530,11331,16745957,8060,4089,Tag7,unknown
1407076660830,0,6,1.318359375E-6,70,41,45,25560,11420,3925,13530,11331,16745957,8060,4089,Tag7,unknown
1407076660934,0,-342,-7.5146484375E-5,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661050,0,54,1.1865234375000001E-5,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661150,0,86,1.8896484375000003E-5,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661252,0,-291,-6.39404296875E-5,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661352,0,88,1.93359375E-5,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661452,0,-93,-2.04345703125E-5,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661552,0,120,2.63671875E-5,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661652,0,840,1.845703125E-4,54,34,41,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661765,0,-505,-1.109619140625E-4,54,34,74,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661866,0,-126,-2.7685546875E-5,54,34,74,736061,304158,32512,16750331,29595,24897,8480,6926,Tag7,unknown
1407076661966,0,316,6.943359375000001E-5,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662067,0,112,2.4609375E-5,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662167,0,61,1.34033203125E-5,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662281,0,-104,-2.28515625E-5,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662381,0,105,2.30712890625E-5,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662482,0,38,8.349609375E-6,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662594,0,5,1.0986328125E-6,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662694,0,74,1.6259765625E-5,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662794,0,21,4.614257812500001E-6,43,30,74,1267619,221333,22965,83692,30904,16763355,9346,12771,Tag7,unknown
1407076662894,0,74,1.6259765625E-5,50,41,74,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663010,0,44,9.66796875E-6,50,41,74,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663111,0,42,9.228515625000002E-6,50,41,74,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663211,0,98,2.1533203125E-5,50,41,74,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663389,0,34,7.4707031250000005E-6,50,41,74,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663505,0,-457,-1.004150390625E-4,50,41,39,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663608,0,-9,-1.9775390625E-6,50,41,39,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663723,0,124,2.724609375E-5,50,41,39,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663823,0,42,9.228515625000002E-6,50,41,39,595385,51354,4244,18187,21730,14259,7247,3084,Tag7,unknown
1407076663923,0,-261,-5.73486328125E-5,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664023,0,35,7.6904296875E-6,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664123,0,29,6.3720703125E-6,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664255,0,18,3.955078125E-6,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664369,0,77,1.69189453125E-5,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664469,0,24,5.2734375E-6,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664569,0,-282,-6.1962890625E-5,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664669,0,83,1.82373046875E-5,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664778,0,-87,-1.91162109375E-5,20,34,39,857281,393102,16752574,20092,10629,17149,9872,5683,Tag7,unknown
1407076664898,0,93,2.04345703125E-5,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076664998,0,101,2.2192382812500002E-5,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665098,0,6,1.318359375E-6,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665199,0,-337,-7.40478515625E-5,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665299,0,106,2.3291015625000003E-5,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665399,0,84,1.8457031250000004E-5,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665515,0,-330,-7.2509765625E-5,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665631,0,253,5.55908203125E-5,29,37,39,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665747,0,-582,-1.27880859375E-4,29,37,76,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665847,0,-147,-3.22998046875E-5,29,37,76,328534,146954,16756912,7275,29112,16745483,16757923,9374,Tag7,unknown
1407076665947,0,118,2.5927734375E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666064,0,81,1.77978515625E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666164,0,305,6.70166015625E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666277,0,90,1.9775390625E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666377,0,64,1.40625E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666487,0,57,1.2524414062500001E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666589,0,1,2.197265625E-7,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666689,0,-76,-1.669921875E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666807,0,-310,-6.8115234375E-5,24,37,76,671061,32707,25450,26342,22641,12450,12528,4330,Tag7,unknown
1407076666923,0,113,2.48291015625E-5,23,48,76,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667026,0,99,2.1752929687500003E-5,23,48,76,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667134,0,-263,-5.7788085937500005E-5,23,48,76,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667246,0,56,1.23046875E-5,23,48,76,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667358,0,516,1.1337890625000001E-4,23,48,76,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667458,0,-343,-7.53662109375E-5,23,48,69,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667571,0,33,7.2509765625E-6,23,48,69,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667672,0,66,1.4501953125E-5,23,48,69,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667774,0,-257,-5.64697265625E-5,23,48,69,1235018,82775,31563,11682,7663,11200,3148,2779,Tag7,unknown
1407076667886,0,122,2.6806640625E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076667986,0,73,1.6040039062500002E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668086,0,-285,-6.26220703125E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668190,0,-119,-2.6147460937500004E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668301,0,-262,-5.7568359375E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668417,0,96,2.109375E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668517,0,102,2.2412109374999998E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668617,0,-317,-6.96533203125E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668717,0,67,1.4721679687500002E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668817,0,84,1.8457031250000004E-5,41,51,69,100757,45643,5862,29229,28454,16763638,27883,10353,Tag7,unknown
1407076668919,0,-111,-2.43896484375E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669031,0,48,1.0546875E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669131,0,-139,-3.0541992187500004E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669231,0,-128,-2.8125E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669331,0,52,1.142578125E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669458,0,68,1.4941406250000001E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669578,0,19,4.1748046875E-6,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669678,0,-267,-5.86669921875E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669778,0,-119,-2.6147460937500004E-5,48,53,69,87854,16749860,11122,11104,18420,23267,10795,7429,Tag7,unknown
1407076669883,0,44,9.66796875E-6,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076669992,0,-282,-6.1962890625E-5,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670092,0,43,9.448242187500001E-6,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670194,0,80,1.7578125E-5,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670294,0,-279,-6.13037109375E-5,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670394,0,33,7.2509765625E-6,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670507,0,22,4.833984375E-6,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670624,0,34,7.4707031250000005E-6,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670726,0,-267,-5.86669921875E-5,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670837,0,86,1.8896484375000003E-5,56,57,36,81274,16764197,22014,16750589,30009,21772,6986,13019,Tag7,unknown
1407076670940,0,65,1.42822265625E-5,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671055,0,12,2.63671875E-6,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671155,0,4,8.7890625E-7,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671255,0,26,5.712890625E-6,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671370,0,-259,-5.69091796875E-5,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671472,0,67,1.4721679687500002E-5,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671572,0,39,8.5693359375E-6,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671684,0,-102,-2.2412109374999998E-5,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671788,0,-327,-7.18505859375E-5,53,56,36,50373,47632,16745303,20825,16746556,11447,12593,10343,Tag7,unknown
1407076671898,0,-301,-6.613769531250001E-5,48,69,36,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672000,0,90,1.9775390625E-5,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672100,0,104,2.28515625E-5,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672201,0,89,1.95556640625E-5,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672301,0,4,8.7890625E-7,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672401,0,-274,-6.0205078124999997E-5,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672515,0,39,8.5693359375E-6,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672615,0,25,5.4931640625E-6,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672715,0,25,5.4931640625E-6,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672815,0,51,1.1206054687499999E-5,48,69,77,16758066,16771476,16745341,16746930,31264,22887,14038,2699,Tag7,unknown
1407076672915,0,54,1.1865234375000001E-5,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673028,0,48,1.0546875E-5,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673128,0,43,9.448242187500001E-6,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673232,0,41,9.008789062499999E-6,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673346,0,42,9.228515625000002E-6,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673446,0,86,1.8896484375000003E-5,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673559,0,76,1.669921875E-5,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673660,0,80,1.7578125E-5,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673760,0,51,1.1206054687499999E-5,34,81,77,446017,33138,23022,77938,20811,14939,9143,4268,Tag7,unknown
1407076673860,0,-299,-6.56982421875E-5,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076673973,0,59,1.29638671875E-5,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674077,0,48,1.0546875E-5,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674188,0,35,7.6904296875E-6,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674288,0,117,2.5708007812499998E-5,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674388,0,99,2.1752929687500003E-5,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674489,0,18,3.955078125E-6,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674589,0,28,6.15234375E-6,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674701,0,48,1.0546875E-5,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674803,0,112,2.4609375E-5,40,77,77,12272,19770,22794,2500,25353,16299,3682,7156,Tag7,unknown
1407076674904,0,88,1.93359375E-5,57,81,77,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675004,0,87,1.91162109375E-5,57,81,77,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675121,0,-105,-2.30712890625E-5,57,81,77,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675221,0,83,1.82373046875E-5,57,81,77,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675335,0,13,2.8564453125E-6,57,81,77,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675435,0,26,5.712890625E-6,57,81,77,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675549,0,6,1.318359375E-6,57,81,77,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675650,0,-64,-1.40625E-5,57,81,41,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675750,0,-106,-2.3291015625000003E-5,57,81,41,15240,13102,7836,18813,13350,22785,7246,7508,Tag7,unknown
1407076675854,0,67,1.4721679687500002E-5,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076675954,0,107,2.35107421875E-5,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676054,0,74,1.6259765625E-5,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676158,0,89,1.95556640625E-5,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676270,0,56,1.23046875E-5,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676370,0,41,9.008789062499999E-6,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676474,0,54,1.1865234375000001E-5,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676583,0,97,2.13134765625E-5,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676683,0,1,2.197265625E-7,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676788,0,9,1.9775390625E-6,54,77,41,277204,144965,16768242,29721,29817,28300,17584,9796,Tag7,unknown
1407076676892,0,99,2.1752929687500003E-5,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076676992,0,28,6.15234375E-6,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677092,0,83,1.82373046875E-5,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677198,0,96,2.109375E-5,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677307,0,25,5.4931640625E-6,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677422,0,50,1.0986328125E-5,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677529,0,100,2.197265625E-5,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677634,0,36,7.91015625E-6,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677743,0,-73,-1.6040039062500002E-5,70,54,41,30041,26222,2021,3232,11139,16866,6631,4808,Tag7,unknown
1407076677845,0,-193,-4.2407226562500005E-5,64,54,41,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076677945,0,11,2.4169921875E-6,64,54,46,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678045,0,407,8.94287109375E-5,64,54,46,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678155,0,-218,-4.7900390625E-5,64,54,56,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678271,0,55,1.20849609375E-5,64,54,56,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678371,0,70,1.5380859375E-5,64,54,56,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678471,0,-117,-2.5708007812499998E-5,64,54,56,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678585,0,71,1.56005859375E-5,64,54,56,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678687,0,57,1.2524414062500001E-5,64,54,56,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678787,0,55,1.20849609375E-5,64,54,56,16753774,66013,14024,26597,27636,16542,9405,7052,Tag7,unknown
1407076678887,0,74,1.6259765625E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076678987,0,68,1.4941406250000001E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679099,0,75,1.64794921875E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679199,0,49,1.07666015625E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679299,0,73,1.6040039062500002E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679414,0,105,2.30712890625E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679537,0,-305,-6.70166015625E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679647,0,105,2.30712890625E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679748,0,92,2.021484375E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679851,0,76,1.669921875E-5,47,54,56,413380,80559,16760311,4596,13393,10627,3338,229,Tag7,unknown
1407076679962,0,77,1.69189453125E-5,56,50,56,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680063,0,28,6.15234375E-6,56,50,56,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680179,0,48,1.0546875E-5,56,50,39,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680295,0,-279,-6.13037109375E-5,56,50,39,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680395,0,75,1.64794921875E-5,56,50,39,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680513,0,-88,-1.93359375E-5,56,50,39,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680642,0,6,1.318359375E-6,56,50,39,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680742,0,-295,-6.48193359375E-5,56,50,36,88688,16751686,12018,7849,9808,21221,13280,9511,Tag7,unknown
1407076680849,0,43,9.448242187500001E-6,35,57,36,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076680970,0,89,1.95556640625E-5,35,57,36,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681090,0,-248,-5.44921875E-5,35,57,36,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681190,0,81,1.77978515625E-5,35,57,105,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681296,0,468,1.0283203124999999E-4,35,57,105,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681402,0,-516,-1.1337890625000001E-4,35,57,105,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681540,0,-259,-5.69091796875E-5,35,57,105,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681642,0,-110,-2.4169921875E-5,35,57,77,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681753,0,85,1.86767578125E-5,35,57,77,1057575,232578,31691,30590,9476,16609,9668,2371,Tag7,unknown
1407076681890,0,56,1.23046875E-5,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682020,0,-104,-2.28515625E-5,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682120,0,116,2.548828125E-5,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682235,0,27,5.9326171875000005E-6,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682335,0,38,8.349609375E-6,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682435,0,33,7.2509765625E-6,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682535,0,54,1.1865234375000001E-5,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682649,0,-260,-5.712890625E-5,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682754,0,99,2.1752929687500003E-5,24,44,77,15535,16746684,2399,3355,4734,1863,706,832,Tag7,unknown
1407076682861,0,-105,-2.30712890625E-5,34,38,77,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076682964,0,-260,-5.712890625E-5,34,38,77,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683066,0,-39,-8.5693359375E-6,34,38,45,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683166,0,-265,-5.82275390625E-5,34,38,45,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683266,0,3,6.591796875E-7,34,38,39,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683366,0,72,1.58203125E-5,34,38,39,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683479,0,33,7.2509765625E-6,34,38,39,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683579,0,81,1.77978515625E-5,34,38,39,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683679,0,60,1.318359375E-5,34,38,39,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683779,0,25,5.4931640625E-6,34,38,39,88505,70605,12988,14902,5317,22899,10282,4746,Tag7,unknown
1407076683879,0,73,1.6040039062500002E-5,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076683979,0,55,1.20849609375E-5,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076684079,0,28,6.15234375E-6,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076684193,0,92,2.021484375E-5,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076684293,0,71,1.56005859375E-5,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076684393,0,25,5.4931640625E-6,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076684507,0,12,2.63671875E-6,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076684607,0,70,1.5380859375E-5,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
1407076684723,0,49,1.07666015625E-5,17,37,39,176589,99321,29044,17183,14027,12841,5608,3572,Tag7,unknown
